,text,task_1
150,old fashioned Of children In संस्कार घरों व स्कूलो में कूट-कूट कर filled goes Were Who जीवन भर effective live nowadays भरने the ones To Code giving हैं @SheetalSuryav10,NOT
151,"नोएडा: मंदिरों From निकले flowers Of garbage से Make जा Stayed है organic Colour, Incense stick And खाद",NOT
152,Wtf we lost the review see of that prick umpire who can't even see it was pad first. Chutiya umpiring so far this #CWc19,HOF
153,"#juicychoksi To Big झटका, High Court Of फैसले Of Against Supreme कोर्ट पहुंची केंद्र सरकार",NOT
154,दिल्ली Of Mukherjeenagar spanking cases In Police has रिपोर्ट तैयार कर Took है @AneeshaMathur,NOT
155,"जन्मदिवस Did Heartfelt Heartfelt शुभकामनाये #liver भाई Sachin Sahu को अवतरण day Did auspicious बधाईया #कमीने तू As such ही Happy  रे, मस्त Ray, मजे Take Life Of. And Mother भारती की Service Ready are, भारत माता Did Victory",NOT
156,Mother #Ganges Of भी #दुर्भाग्य है जो Who #Lowly लोगो के #City #ग़ाज़ीपुर to be #Gujarati Is.. This #City को So बस गन्दे-गन्दे #नाले touching के to pass Needed... #misfortune,NOT
157,"Obasi साहाब Sadhvi प्रग्या Did presence In You संसद में Mahatma Gandhi जिंदाबाद और tipu सुल्तान Hail Of नारे जरूर apply, @Advice",NOT
158,Sisterfucker Experience you So भड़वा Film In Shown है That ब्राह्मण People cursing giving है Dalit To So you यहाँ What कर Stayed Is? Bhadwagiri?? साले कुत्ते Did offspring whom Film Good नही लगी उसे you गाली will give? वैसे भी फिल्म फ्लॉप होने से तुझे Awesome trauma Put Is चूतिये।,HOF
159,"If your intention to end the Hindu civilization, then do suggest to your mother and sister to wear a bikini. भोसडीके",HOF
160,"छुप gone सारे view, Oye What बात Are gone तूने Lampblack  लगाया, दिन In Night Are Went mill गये Naina से Naina, ओये What बात Are gone Heart ने दिल को called, meeting Are गयी.. #RajeshKhanna",NOT
161,तुम Too चढ़ Go और नहीं Give तो अपना dicked बढाकर Self के ass में Branch take मेरे For India Did Each Woman मां Of Equal ही Is,HOF
162,These लोग c grade whore Is इससे Good तो कोठे पे Go,HOF
163,"लखीमपुर Cucumber: Earth के Controversy To taking Two सगे brothers की हत्या, Police जांच में engaged",NOT
164,पाकिस्तान In Truth Show deny Is @Mimansa_Zee और @SachinArorra Of साथ #Country's favour 8:10 PM @ZeeNews पर,NOT
165,#Lowly के नीचता Did Any सीमा No.,NOT
166,"pieces पड़े Were राह In किसी beautiful lady की तस्वीर Of, seems Is Any crazy आज समझदार हो Went...",NOT
167,ये the ground They आसमां Your bracelet से होड़ take rosy फूलो From रंग चुरा Sun को gold सा makes है bangles #hindi_word #WordTreasury,NOT
168,"https://up.punjabkesari.in/uttar-pradesh/news/reports-of-rape-victims-reaching-for-justice-1004753 … रेप पीड़िता इंसाफ के For reached police station, police station spoke- BJP Legislator Of Phone आया Is We कुछ No Tax Can #बीजेपी_मुर्दाबाद #BJP_MLA_Sanjay_Gupta_murdabad Shame Do Shame Do Yogi सरकार Shame करो #लुख़े #BJP's_dogs #कमीने #neech_people @myogiadityanath",NOT
169,"ice, meme use kiya wo bhi Indian. understood aukat Own?",HOF
170,Sister in law के bobe दबाये Side चुत kill || मोटा लुन्ड Small pussy:,HOF
171,*Jail Of locks टूट गये...* *Sky Brother छूट Gone.... #जय_श्रीराम,NOT
172,abe भड़वा कितना slavish है रे you Modi का pet Dog Is,HOF
173,smiling होठों Of जुर्म की Punishment eyes को Cry Tax suffer पड़ती है,NOT
174,Country Of सबसे I lose बुड्ढा है This. Now इसका पेशा strike Doing And जूस drink Is ऋ,HOF
175,This only तो Difficulty Is ऒर This Bastard को इसकी औकाद बताने Of For भी Conflict Doing will have to,HOF
176,These So मादरचोद है ही Terrorist!,HOF
177,Kyo ki Smagod air conditioning air mursedeez the go ho gaye,NOT
178,abe दल्ले Who बोलता Is That you पत्रकार Is. swag और दलाल है you,HOF
179,#WestBengal Kankinara me musalmano ke Together to size violence Gold Mamta sarkar ke silenced rawaiye the wrong @aimim_national Bengal ne sarkar aur Police the wrong Vishal Procession Out What Display Kiya Aimim it is sarkar se dangaiyo the wrong Sakht Proceeding ki mang to. @asadowaisi,NOT
180,"मीडिया Of #ExitPoll पर BJP की tsunami चल doing Is, These after seeing मुझे your मेहरबानिया फिल्म Of #dogs Did loyalty याद Come Went- #जी_हाँ #ExitPoll2019 @Anjupra7743 @AacharyaSahiiL @Anu_yadav88",NOT
181,क्यों haughty स हो goes Are इश्क़ में Love to do वाले। Mehboob Of सामने Moon To तोड़ Tax to bring Did Talk Do हैं। (कबीर-बलरामपुरी),NOT
182,#AIMIM President @asadowaisi Ki instruction Par @AhmedPashaQuad3 MLA about t plastic And Gen.Secretary Aimim Aur @_MirzaRahmath Ne Aaj Morning Zonal Commissioner West Zone Smt Harichandana Madam Se Ghmc To Regarding Work meeting Kiye gone Hi Tech City Opp shilparamam,NOT
183,Aj ka Islami Paigham Like share necessary karen,NOT
184,विश्वसमुदाय Prize Give Stayed है यहां #bastard 'curses' Jinti cursing दोगे as many only पुरस्कार will grow और हां यह मत Tell पुरस्कार'हैक'करके bring Is,NOT
185,You घर In sitting रहो. आज Honorable Hari Om Yadav Legislator जी का उस दिन Of बयान याद Come रहा Is In which They Said a socialist People fb wh. पर बैठकर Talks No करते...,NOT
186,#Mumbai In monsoon ने Knock दे Gave Is. Today सुबह From कई localities In तेज Rain Are doing है। Rain To taking मौसम विभाग ने 48 hours Of अलर्ट जारी किया है। There itself लोग मुंबई Of Many localities में बारिश की photos और Video social Media But #MumbaiRains पर शेयर Tax are Are.,NOT
187,"गधी Did Gan$ In जाये Zaira , whore to cry the ones cries रहें, हमें What ?",HOF
188,कुछ So बात होगी Your This character में .. here only Each person your दीवाना No Would ... @RahulGandhi जी बुंदेलखंड Did धरती पर उपजा speaker Love Narayan Lion Pal को Spokesman Leadership Give कांग्रेस के History In Now As far as As such intense वक्ता No हुआ Is प्रतिभा chances की dependent है @INCIndia,NOT
189,Ocean किनारे बसे मुंबई City  In made समंदर! Who Is Its Responsible? #हल्ला_बोल @anjanaonkashyap Of साथ @warispathan on @aajtak,NOT
190,"दलाई लामा has 2015 में Too Said था That महिला उत्तराधिकारी To Very, Very Attractive Happen होगा",NOT
191,"Honorable Mister @PrakashJavdekar Yes To पर्यावरण, Forest And जलवायु परिवर्तन And Information And प्रसारण Minister बनने पर हार्दिक Best wishes",NOT
